Institutional_Owner,Shelfmark,Title,Publisher,Creator,Type_of_Content,Date_of_Map,Technique,Subject,Annotation,Rights,Language,Date_of_Publication,Distribution_Format,Geographic_Location,Scale_of_Map,Reference_System,Mapping_Methods,Map_Format,Source_Materials,Pagination,Annotation_Edition,Annotation_Library_Index,Other_Annotation,PPN,Region_Keyword,Additional_Signature,Item_URL,OCLC_number,Date_created,Date_modified,CONTENTdm_number,CONTENTdm_file_name,CONTENTdm_file_path
,uklu 01-01-31,XVII Provinciarum Inferioris Germaniae tabula,[Leyden [etc.] : by Govert Basson [etc.],,,1621,,krt-1621-eur-benelux  krt-1621-eur-benelux-v,,,,,,74.19 geografie van Europa |,[ca. 1:2.400.000],,,"14,5 x 20,5 cm",kopergravure,1 krt,,,,160344689,4.210 Nederland | 4.220 Belgie | 4.230 Luxemburg (land) |,krt-1621-eur-benelux,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/903,,2012-10-24,2012-10-24,903,6504.cpd,/Kaarten/image/6504.cpd
,uklu 01-25-17,Gvineae nova descriptio,[Amsterdam : Henricus Hondius],"Mercator, Gerardus",,1628,,krt-1628-afr  krt-1628-afr-v,"Beschreven in : Koeman, Atlantes Neerlandici II p. 306 [126] |",,,,,74.23 geografie van Afrika |,[ca. 1:7.500.000],,,35 x 49 cm,kopergravure,1 krt,Bijkaartje,Verso: Guinee avec les isles de S. Thomas ... [text i.h. Fra.] |,,141209003,6.200 West-Afrika |,krt-1628-afr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/906,,2012-10-24,2012-10-24,906,6507.cpd,/Kaarten/image/6507.cpd
,uklu 01-07-18,Fessæ et Marocchi regna,[Amsterdam : Henricus Hondius],,,1628,,krt-1628-mar  krt-1628-mar-v,"Beschr. in: Koeman, Atlantes Neerlandici II, p. 306 [124] |",,,,,74.23 geografie van Afrika |,[ca. 1:4.000.000],,,"35,5 x 48 cm",kopergravure,1 krt,Inzet,Verso: Les Royaumes de Marocco et de Fez [tekst] |,,160256593,6.120 Marokko |,krt-1628-mar,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/909,,2012-10-24,2012-10-24,909,6510.cpd,/Kaarten/image/6510.cpd
,uklu 01-25-26,Episcop[atvs] Vltraiectinvs,"Amstelodami : apud Henricum Hondium, sub insigno Atlantis","Berkenrode, Balthazar Florentius",,1628,,krt-1628-utr,,,,,,74.20 geografie van Nederland |,[ca. 1:135.000],,,38 x 49 cm,kopergravure,1 krt,,,gekleurd |,141202009,4.210.350 Utrecht (provincie) |,krt-1628-utr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/911,,2012-10-24,2012-10-24,911,6512.cpd,/Kaarten/image/6512.cpd
,uklu 02-10-23,Marchionatus Sacri Romani Imperii,[Amsterdam] : C.J. Visscher excudebat,"Visscher, C.J.",,16XX,,krt-162x-bel-msri,"Met opdracht, ondertekend: Nicolaus Jansenius Piscator |",,,,,74.19 geografie van Europa |,[ca. 1:60.000],,,"28x41,5 cm (kaart), 46x56 cm (hele bl.)",kopergravure,1 krt,Met bijkaartje van de omgeving van Antwerpen,Met stadsgezichten en afbeeldingen van gebouwen van Antwerpen rond de kaart |,,136425704,4.220 Brabant (Belgie) | 4.220 Antwerpen (stad) |,krt-162x-bel-msri,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/913,,2012-10-24,2012-10-24,913,6514.cpd,/Kaarten/image/6514.cpd
,uklu 02-11-37,Galliæ veteris typus,Amstelodami : apud Ioannem Ian?onium,,,1630,,krt-1630-fra-gvt  krt-1630-fra-gvt-v,"Beschr. in: Koeman, Atlantes Neerlandici II p. 351 [245] |",,,,,74.19 geografie van Europa |,[ca. 1:2.700.000],,,48 x 48 cm,kopergravure,1 krt,,Verso: La description des anciennes Gavles [...]. (tekst) |,Gekleurd |,157252329,4.280 Frankrijk |,krt-1630-fra-gvt,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/916,,2012-10-24,2012-10-24,916,6517.cpd,/Kaarten/image/6517.cpd
,uklu 01-01-13,Frisia occidentalis,Amstelodami : Guiljelm. Blaeu,"Freitag, Gerardus",,1610-1630,,krt-1630-frp,,,,,,74.20 geografie van Nederland |,Schaal ca. 1:170.000,,,38 x 49 cm,,1 kaart,,,,842922296,4.210.210 Friesland |,krt-1630-frp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/918,,2012-10-24,2012-10-24,918,6519.cpd,/Kaarten/image/6519.cpd
,uklu 01-05-01,[Kaart van de buitendijks gelegen landen aan de Noordkust van de provincie Groningen van Wierhuizen tot Hoogwatum],S.l. : s.n.,"Sems, Johan",,1631,,krt-1631-grp-1  krt-1631-grp-2,"Opgemeten 1630 en 1631 | Lit.: S.J. Fockema Andreae, Johan Sems' kaart van 1631 van de Noordkust der provincie Groningen ... Assen, 1945 |",,,,,74.20 geografie van Nederland |,[ca. 1:40.000],,,23 x 81 cm,kopergravure,1 krt,,,De kaart is incompleet. Het ontbrekende gedeelte is bijgetekend en bevat handgeschreven toelichting en titel vervaardigd naar de originele getekende kaart [door Mello Backer] | Geplakt op linnen |,123443059,4.210.230 Noord-Groningen |,BACKER PORT 02 NO09 | ; krt-1631-grp-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/921,,2012-10-24,2012-10-24,921,6522.cpd,/Kaarten/image/6522.cpd
,uklu 01-01-09,Castellum Isabellae,[S.l. : s.n. ],,,1631,,krt-1631-nbr-ci,"Muller, Historieplaten. 1605 A | Atlas van Stolk. 1675 |",,,,,74.20 geografie van Nederland |,[ca 1:1.700],,,25 x 34 cm,kopergravure,1 plattegr.,,,Legaat Pelinck-Stratingh |,100534953,4.210.430 Isabellaschans |,6247/1972 | Pelinck Stratingh | ; krt-1631-nbr-ci,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/923,,2012-10-24,2012-10-24,923,6524.cpd,/Kaarten/image/6524.cpd
,uklu 01-01-10,Castellum minus anteportam Vuchtanam : vulgo Divi Antonii dictum Le Fort St. Antoine,S.l. : s.n.,,,1631,,krt-1631-nbr-cma  krt-1631-nbr-cma-v,"Met tekst op verso | De randen afgesneden | Atlas van Stolk. 1675 | Muller, Historieplaten. 1605 A |",,,,,74.20 geografie van Nederland |,[ca. 1:1.250],,,"20,5 x 15 cm",kopergravure,1 plattegr.,,,Legaat Pelinck-Stratingh |,100445969,4.210.430 Den  |,6240/1972 | Pelinck Stratingh | ; krt-1631-nbr-cma,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/926,,2012-10-24,2012-10-24,926,6527.cpd,/Kaarten/image/6527.cpd
,uklu 01-01-11,Typus Castelli Pettelani,[S.l. : s.n.],,,1631,,krt-1631-nbr-tcp  krt-1631-nbr-tcp-v,"Met tekst op verso | De randen afgesneden | Muller, Historieplaten. 1605 A | Atlas van Stolk. 1675 |",,,,,74.20 geografie van Nederland |,1:2.350,,,21 x 16 cm,kopergrav.,1 plattegr.,,,Legaat Pelinck-Stratingh |,100536077,4.210.430 Den  |,6239/1972 | Pelinck Stratingh | ; krt-1631-nbr-tcp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/929,,2012-10-24,2012-10-24,929,6530.cpd,/Kaarten/image/6530.cpd
,uklu 01-25-01,"Delflandia, Schielandia et insulae trans Mosam illis objacentes ut sunt Voorna, Overflackea, Goerea, Yselmonda, etc.",[Amsterdam] : Guilj. Blaeuw,"Blaeuw, Guilj.",,1631,,krt-1631-ned  krt-1631-ned-v,,,,,,74.20 geografie van Nederland |,[ca. 1:100.000],,,"38,5 x 50 cm",kopergravure,1 kaart,,Verso : Delflandia [tekst in het Lat.] |,gekleurd |,141135565,4.210.110 Delfland (regio) | 4.210.110 Schieland (regio) | 4.210.110 Zuid-Holland |,krt-1631-ned,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/932,,2012-10-24,2012-10-24,932,6533.cpd,/Kaarten/image/6533.cpd
,uklu 01-13-23,Groninga dominium,Amstelodami : excudebat Ioannes Ianssonius,"Wicheringe, Bartholdus",,1632,,krt-1632-grp,,,,,,74.20 geografie van Nederland |,[ca. 1:175.000],,,36 x 47 cm,kopergrav,1 krt,,,Gekleurd ; geplakt op linnen | Keerzijde met tekst bedrukt: Description de la seigneurie de Groningve enz. maar niet zichtbaar vanwege het linnen (signatuur Nnnnn 3) | Bibliotheek Backer |,134478673,4.210.230 Groningen (provincie) |,BB portef. VIII nr. 14 | ; krt-1632-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/934,,2012-10-24,2012-10-24,934,6535.cpd,/Kaarten/image/6535.cpd
,uklu 01-01-20,Beemster,[Amsterdam : J. Janssonius],,,1634,,krt-1634-nho-beem  krt-1634-nho-beem-v,,,,,,74.20 geografie van Nederland |,[ca. 1:50.000],,,16 x 24 cm,kopergravure,1 krt,Uit,Verso : Beemster [tekst] |,"Gekleurd, de randen afgesneden |",138260559,4.210.150 Beemster |,krt-1634-nho-beem,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/937,,2012-10-24,2012-10-24,937,6538.cpd,/Kaarten/image/6538.cpd
,uklu 01-01-17,De Zype,[Amsterdam : J. Janssonius],,,1634,,krt-1634-nho-zype  krt-1634-nho-zype-v,,,,,,74.20 geografie van Nederland |,[ca. 1 : 5.000],,,18 x 24 cm,kopergravure,1 krt,,"Verso : Zijpe, Beemster, Pvrmer, Wormer ... [tekst] |",De randen afgesneden |,138261482,4.210.150 Zijpe |,krt-1634-nho-zype,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/940,,2012-10-24,2012-10-24,940,6541.cpd,/Kaarten/image/6541.cpd
,uklu 01-06-09,Groninga Dominivm,Amstelodami : Guiljelmus Blaeuw,"Wicheringe, Bartholdus",,1635,,krt-1635-grp  krt-1635-grp-a  krt-1635-grp-a-v,"Beschreven in: Vredenberg-Alink, De kaarten van Groningerland IV A 5 |",,,,,74.20 geografie van Nederland |,[ca. 1:170.000],,,"37,5 x 48 cm",kopergravure,1 kaart,,,"gekleurd; randen afgesneden; geplakt op papier op linnen; smoezelig exemplaar | Bibliotheek Backer | Verso: La province de Groninge p. 45, sign. Vu. Franse tekst |",151818428,4.210.230 Groningen (provincie) |,BB portef. VIII nr. 12 | ; krt-1635-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/944,,2012-10-24,2012-10-24,944,6545.cpd,/Kaarten/image/6545.cpd
,uklu 01-01-27,Groeninga Domini[um],[London : Michael Sparke and Samuel Cartwright],"Kaerius, Petrus",,1635,,krt-1635-grp-groe  krt-1635-grp-groe-v,"Paginanummer linksboven : 483 | Beschreven in: Vredenberg-Alink, De kaarten van Groningerland. 1974 (IV A 17) |",,,,,74.20 geografie van Nederland |,[ca. 1:370.000],,,"16,5 x 23,5 cm",kopergravure,1 krt,,Links van de kaart : The Lordship of Groningen ; op verso: The Lordship of Trans-Isselania [tekst] |,,120299887,4.210.230 Groningen (provincie) |,krt-1635-grp-groe,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/947,,2012-10-24,2012-10-24,947,6548.cpd,/Kaarten/image/6548.cpd
,uklu 01-01-18,Caerte van de Scher-meer alsoo de selve is bedijckt ende bij cavels van 15 morgens suyver land door loting uyt-gedeelt 25 Oct. 1635,[S.l. : s.n.],"Wils, Pieter",,1635,,krt-1635-nho,,,,,,74.20 geografie van Nederland |,[ca 1:50.000],,,"16,5 x 24 cm",kopergrav,1 krt,,,,107248298,4.210.150 Schermer |,krt-1635-nho,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/949,,2012-10-24,2012-10-24,949,6550.cpd,/Kaarten/image/6550.cpd
,uklu 01-23-26,Belegeringe der stadt Breda door Frederick Henderick Prince van Orangien den 23 Iuly 1637,[S.l. : s.n.],,,[17e eeuw],,krt-1637-nbr-breda,Titel rechtsboven.  Linksboven: Eerste deel Fol. 269  West boven,,,,,74.20 geografie van Nederland,ca. 1:32.000,,,"27,5 x 36 cm",kopergravure,1 krt,Van deze kaart bestaat ook een spiegelbeeldige gelĳknamige kaart,"F. Muller, Beredeneerde beschrĳving van Nederlandsche historieplaten, nr. 1767","Ook in: Isaac Commelin, Frederick Hendrick van Nassauw, prince van Orangien, zĳn leven en bedrĳf. - Amsterdam : J. Janssonius, 1651",097939161,4.210.430 Breda (stad)  Belegeringen,"krt-1637-nbr-breda (Legaat Mijjer, collectie Hallema)",http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/951,,2012-10-24,2012-10-30,951,6552.cpd,/Kaarten/image/6552.cpd
,uklu 01-16-09,Drentia comitatus : Transisulaniae tabula II,[Amsterdam] : apud Joannem Jan?onium,"Pijnacker I.C., Cornelius",,1638,,krt-1638-drp  krt-1638-drp-v,"Beschr. in: Koeman, Atlantes Neerlandici II, p. 417 [503] |",,,,,74.20 geografie van Nederland |,[ca. 1:180.000],,,38 x 53 cm,kopergrav,1 kaart,,Verso: Le Comte de Drente & la Seigneurie de Wester-wold [tekst] |,,160504813,4.210.250 Drenthe | 4.210.230 Westerwolde |,krt-1638-drp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/954,,2012-10-24,2012-10-24,954,6555.cpd,/Kaarten/image/6555.cpd
,uklu 01-07-10,Groninga dominium,Amstelodami : excudebat Ioannes Ianonius,"Wicheringe, Bartholdus",,1639,,krt-1639-grp  krt-1639-grp-v,"Beschreven in: Vredenberg-Alink, De kaarten van Groningerland, IV A7 |",,,,,74.20 geografie van Nederland |,,,,39 x 50 cm,Kopergravure,1 krt,,Verso : La province de Groningue [tekst in het Frans] |,gekleurd |,126728399,4.210.230 Groningen (provincie) |,1355/1983 | ; krt-1639-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/957,,2012-10-24,2012-10-24,957,6558.cpd,/Kaarten/image/6558.cpd
,uklu 01-04-15,Typus Groningae &#38; Omlandiae &#38; caet:,[S.l. : s.n.],"Borgesius, Johannes",,1640,,krt-1640-grp,"Beschreven in: Vredenberg-Alink, De kaarten van Groningerland. IV A 22 |",,,,,74.20 geografie van Nederland |,[ca 1:550.000],,,"17 x 19,5 cm",kopergravure,1 krt,,,"De randen afgesneden. Geplakt op papier, op linnen | Bibliotheek Backer |",109142969,4.210.230 Groningen (provincie) |,BACKER PORT 08 NO04 | ; krt-1640-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/959,,2012-10-24,2012-10-24,959,6560.cpd,/Kaarten/image/6560.cpd
,uklu 01-25-04,Hollandiae pars septentrionalis vulgo Westvriesland en 't Noorder Quartier,Amsterdami : apud Guiljelmum et Ioannum Blaeu,,,1640,,krt-1640-nho  krt-1640-nho-v,"Beschreven in: Koeman, Atlantes Neerlandici i p. 128 [69] |",,,,,74.20 geografie van Nederland |,[ca. 1:100.000],,,39 x 50 cm,,1 kaart,,Verso: West-Frisia sive Hollandia Borealis [tekst i.h. Lat.] |,Gekleurd |,142830216,4.210.150 West-Friesland |,krt-1640-nho,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/962,,2012-10-24,2012-10-24,962,6563.cpd,/Kaarten/image/6563.cpd
,uklu 01-25-20,Rhenolandiae et Amstellandiae exactissima tabula,[S.l. : s.n.],"Blaeu, Willem Jansz.",,1640,,krt-1640-nho-zho  krt-1640-nho-zho-v,"Genummerd op verso: 40 ; sign.: Belgica Qq | Beschreven in. Koeman, Atlantes Neerlandici I p. 77 [70] |",,,,,74.20 geografie van Nederland |,[ca. 1:110.000],,,40 x 50 cm,kopergrav.,1 krt,,Verso : Rhenolandia [tekst i.h. Lat.] |,Gekleurd |,141220392,4.210.110 Rijnland (regio) | 4.210 Amstelland |,krt-1640-nho-zho,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/965,,2012-10-24,2012-10-24,965,6566.cpd,/Kaarten/image/6566.cpd
,uklu 01-25-06,Transiselania dominivm vernaculè Over-Yssel,[Amsterdam : J. en C. Blaeu],,,1640,,krt-1640-nne  krt-1640-nne-v,"Met opdracht door Joh. en Corn. Blaeu aan Bartholdus Wicheringe | Met wapens | Beschreven in: Koeman, Atlantes Neerlandici I p. 116 [294] |",,,,,74.20 geografie van Nederland |,[ca. 1:300.000],,,42 x 53 cm,kopergravure,1 krt,,Verso : Transisalanie vulgairement Over-Yssel [tekst in het Frans] |,Gekleurd |,145499022,4.210.250 Drenthe | 4.210.270 Overijssel |,krt-1640-nne,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/968,,2012-10-24,2012-10-24,968,6569.cpd,/Kaarten/image/6569.cpd
,uklu 01-04-33,Groninga,[Frankfurt : Merian],,,1641,,krt-1641-grs,"Beschreven in: W. Klaus, Plaene und Grundrisse von Staedten kapitalistischer Laender Europas. Tl 2, p. 432 [4344] |",,,,,74.20 geografie van Nederland |,[ca. 1:5.000],,,"28 x 35,5 cm",kopergravure,1 plgr,,Linksonder lijst van gebouwen en straatnamen (1-22) |,Geplakt op karton | Bibliotheek Backer | Te oordelen naar het stempel rechtsonder moet deze kaart toebehoord hebben aan U.G. Schilthuis Jzn (1799-1859) |,159503582,4.210.230 Groningen (stad) |,BACKER PORT 09 NO06 | ; krt-1641-grs,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/970,,2012-10-24,2012-10-24,970,6571.cpd,/Kaarten/image/6571.cpd
,uklu 01-07-06,"Tabula Castelli ad Sandflitam, qua simul inundati agri, alluviones, fossae, alvei, quae Bergas ad Zomam et Antverpiam interjacent, annotantur",Amsterdami : Johannes et Cornelius Blaeu,,,1642,,krt-1642-zee krt-1642-zee-v,Afmeting origineel: 385 x 500 mm,,,,,74.19 geografie van Europa,[ca. 1:80.000],,,"38 x 49,5 cm",kopergravure,1 krt,,Verso: Santvliet en de schansen daer ontrent (tekst),Gekleurd,16034056X,4.200 Schelde (rivier),krt-1642-zee,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/973,,2012-10-24,2021-07-14,973,6574.cpd,/Kaarten/image/6574.cpd
,uklu 02-16-43,Nova totius Graeciae descriptio,[Amsterdam : J. Janssonius],"Mercator, Gerardus",,1645,,krt-1645-gri-ntgd  krt-1645-gri-ntgd-v,"Met privilege | Beschreven in: Koeman, Atlantes Neerlandici II p. 376 [70*] |",,,,,74.19 geografie van Europa |,[ca. 1:800.000],,,34 x 44 cm,kopergravure,1 krt,,Verso : Beschryvinghe van Grieckenlandt [tekst] |,,155545574,4.890 Griekenland |,krt-1645-gri-ntgd,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/976,,2012-10-24,2012-10-24,976,6577.cpd,/Kaarten/image/6577.cpd
,uklu 01-16-03,"Sylva Dvcis, Gallis Bois le Duc, German sHartogenbos",t Amsterdam : by I. Covens en C. Mortier,,,1735,,krt-1645-nbr,,,,,,74.20 geografie van Nederland |,[ca. 1:4.200],,,43 x 53 cm,kopergravure,1 krt,,Met straatnamenlijst |,,107901935,4.210.430 Den  |,6251/1972 | ; krt-1645-nbr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/978,,2012-10-24,2012-10-24,978,6579.cpd,/Kaarten/image/6579.cpd
,uklu 01-04-16,Typus Groningae &#38; Omlandiae &#38; caet,[S.l. : s.n.],"Borgesius, Johannes",,1646,,krt-1646-grp,"Beschreven in: Vredenberg-Alink, De kaarten van Groningerland. IV A 21 |",,,,,74.20 geografie van Nederland |,[ca 1:550.000],,,"17,5 x 21 cm",kopergravure,1 krt,,,"De randen afgesneden. Geplakt op papier, op linnen | Bibliotheek Backer |",109141806,4.210.230 Groningen (provincie) |,BACKER PORT 08 NO04 | ; krt-1646-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/980,,2012-10-24,2012-10-24,980,6581.cpd,/Kaarten/image/6581.cpd
,uklu 01-13-24,Groninga Dominium,[Amsterdam] : C.I. Visscher ex.,"Kaerius, P.",,1647,,krt-1647-grp,"Beschreven in: J.J. Vredenberg-Alink, De kaarten van Groningerland (III A 4) |",,,,,74.20 geografie van Nederland |,[ca 1:175.000],,,37 x 48 cm,kopergrav,1 krt,Inzet rechtsboven,,"Beschadigd exemplaar, geplakt op linnen | Bibliotheek Backer |",147593948,4.210.230 Groningen (provincie) |,BACKER PORT 08 NO15 | BB portef. VIII nr. 15 | ; krt-1647-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/982,,2012-10-24,2012-10-24,982,6583.cpd,/Kaarten/image/6583.cpd
,uklu 02-11-38,Macedonia Alexandri M. patria illustris,[Amstelodami : apud Ioannem Ian?onium],"Laurenbergius, J.",,1647,,krt-1647-mac-mamp  krt-1647-mac-mamp-v,"Beschr. in: Koeman, Atlantes Neerlandici II p. 435 [614] |",,,,,74.19 geografie van Europa |,[ca. 1:650.000],,,41 x 57 cm,kopergravure,1 krt,,Verso: La Macedonie. (tekst) |,Gekleurd |,157253198,4.800 Macedonie (algemeen) |,krt-1647-mac-mamp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/985,,2012-10-24,2012-10-24,985,6586.cpd,/Kaarten/image/6586.cpd
,uklu 01-25-29,Provinces Vnies des Pays Bas,[Paris : Sanson],"Sanson d'Abbeville, N.",,1648,,krt-1648-ned,Met privilege |,,,,,74.20 geografie van Nederland |,[ca. 1:800.000],,,41 x 51 cm,kopergravure,1 krt,,,,153601108,4.210 Nederland |,krt-1648-ned,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/987,,2012-10-24,2012-10-24,987,6588.cpd,/Kaarten/image/6588.cpd
,uklu 01-01-36,Urbis Campensis ad Isolam fluuium icon,,"Guicciardini, Lodovico",,16XX,,krt-1648-ove,"Beschreven in: Boele van Hensbroek, Guicciardini. In: Bijdragen en mededelingen van het historisch genootschap. 1878 |",,,,,74.20 geografie van Nederland |,[ca. 1:5.600],,,"23 x 31,5 cm",kopergrav,1 plgr,,Met register van belangrijke gebouwen |,,141110198,4.210.270 Kampen (Overijssel) |,krt-1648-ove,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/989,,2012-10-24,2012-10-24,989,6590.cpd,/Kaarten/image/6590.cpd
,uklu 01-08-11,Tyel (Tiel),Amsterdam : J. Blaeu,,,1649,,krt-1649-gel,"Stadsgezicht van Tiel, linksonder tekst Vahalis fluvius en rechtsonder De Waalstroom",,,,,74.20 geografie van Nederland,,,,22 x 53 cm,"Ingekleurd, verso blank",krt,Bovenste dl. van een blad met Tyel en Salt-boemel,"In: Novum ac magnum theatrum urbium Belgicae foederatae, dl. 1",,,Tiel,krt-1649-gel,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/991,,2012-10-24,2012-10-26,991,6592.cpd,/Kaarten/image/6592.cpd
,uklu 01-13-05,Groeninga,[Amsterdam : Joan Blaeu],"Blaeu, Joan",,1649,,krt-1649-grs,"Berekening schaal ontleend aan Koeman | Met opdracht in het Latijn door Ioannes Blaeu aan burgemeester en raad van de stad Groningen | Beschreven in: Koeman, Atlantes Neerlandici I p. 302 [710] |",,,,,74.20 geografie van Nederland |,[ca. 1:4.700],,,"41,5 x 53 cm",kopergrav,1 plgr,,Met lijst van straten ; verso: Groninga [tekst] |,"De randen afgesneden, geplakt op linnen, donker en vuil ex., middenonder kleine beschadiging | Bibliotheek Backer | Tekst op achterzijde niet leesbaar (op linnen geplakt) |",14526064X,4.210.230 Groningen (stad) |,BACKER PORT 09 NO10 | BB portef. IX no. 10 | ; krt-1649-grs,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/993,,2012-10-24,2012-10-24,993,6594.cpd,/Kaarten/image/6594.cpd
,uklu 01-01-15,Worckum,[Amsterdam : J. Blaeu],,,1649,,krt-1649-nbr  krt-1649-nbr-v,"Planimetrische kaart met zijaangezicht van de bebouwing | Afkomstig uit: Novum ac magnum theatrum urbium Belgicae liberae ac foederatae. - Amsterdam : J. Blaeu, 1649 |",,,,,74.20 geografie van Nederland |,Schaal [ca. 1:4.000],,,15 x 23 cm,"kopergravure, handgekleurd",1 plgr,,Met renvoi van gebouwen etc. Latijnse tekst op verso |,,106914871,4.210.430 Woudrichem |,krt-1649-nbr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/996,,2012-10-24,2012-10-24,996,6597.cpd,/Kaarten/image/6597.cpd
,uklu 01-23-28,Muyden,Amsterdam : Joan Blaeu,Marcus Zuerus Boxhorn; Joan Blaeu,,1649,,krt-1649-nho,"Planimetrische kaart met zijaangezicht van de bebouwing.  Renvoi van gebouwen.  Zuidzuidoost boven.  Oorspronkelijk op het blad tevens afbeeldingen van Naerden, Weesp en 't Huys te Muyden",,,,,74.20 geografie van Nederland,ca. 1:5.200,,,15 x 23 cm,kopergravure,1 stadsplattegrond,"De kaart werd oorspronkelijk uitgegeven in: Tonneel ofte Beschrijvinghe des landts ende steden van Hollandt / Marcus Zuerus Boxhorn. 1634    Afkomstig uit: Toonneel der steden van de Vereenighde Nederlanden, met hare beschrijvingen. 't Amsterdam : Joan Blaeu, 1652    Atlantes Neerlandici. volume 1 / comp. and ed. by C. Koeman. p. 324-325    Joan Blaeu : Toonneel der steden ... : historisch vergelijkende beschouwingen / ingeleid door B. van 't Hoff. Amsterdam 1966",Verso: verklarende tekst,Schaalstok in pedes geometrici.,,4.210.150 Muiden,De randen bijgesneden,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/999,,2012-10-24,2012-10-26,999,6600.cpd,/Kaarten/image/6600.cpd
